Id;CodePostal;Commune;Departement;Longitude;Latitude;ID Geofla
4081;4800;ESPARRON-DE-VERDON;ALPES-DE-HAUTE-PROVENCE;43.7438250286; 5.98891639232;14080
6018;6410;BIOT;ALPES-MARITIMES;43.6276558141; 7.08318612891;15286
83081;83440;MONTAUROUX;VAR;43.5990101065; 6.78985995347;2335
84133;84240;LA TOUR-D'AIGUES;VAUCLUSE;43.7214835187; 5.56734664063;2715
83145;83670;VARAGES;VAR;43.5957332501; 5.94441099712;4773
4145;4200;PEIPIN;ALPES-DE-HAUTE-PROVENCE;44.1413026547; 5.9437147381;23412
6087;6910;LES MUJOULS;ALPES-MARITIMES;43.8719847668; 6.85912279446;4144
83068;83310;GRIMAUD;VAR;43.2820282501; 6.53303224114;8061
6085;6250;MOUGINS;ALPES-MARITIMES;43.5961410556; 7.00129444919;2136
83079;83310;LA MOLE;VAR;43.2159206327; 6.47656643864;1278
83118;83700/83530;SAINT-RAPHAEL;VAR;43.4574625431; 6.84734210398;13685
83070;83980;LE LAVANDOU;VAR;43.1656102964; 6.41231277863;3342
5028;5400;CHABESTAN;HAUTES-ALPES;44.4775755934; 5.78305319582;15954
6144;6420;LA TOUR;ALPES-MARITIMES;43.9626877314; 7.19994914649;14248
4116;4190;LES MEES;ALPES-DE-HAUTE-PROVENCE;43.9944767361; 5.96601755581;10644
6129;6420;SAINT-SAUVEUR-SUR-TINEE;ALPES-MARITIMES;44.1210676615; 7.11814485955;10287
83075;83340;LES MAYONS;VAR;43.3069101873; 6.35996172662;4029
13054;13700;MARIGNANE;BOUCHES-DU-RHONE;43.4172068362; 5.21221904548;2601
4152;4860;PIERREVERT;ALPES-DE-HAUTE-PROVENCE;43.8065050599; 5.72273821724;3278
84097;84600;RICHERENCHES;VAUCLUSE;44.3558133128; 4.90386489809;20062
5051;5700;ETOILE-SAINT-CYRICE;HAUTES-ALPES;44.3209708871; 5.64377761466;1080
5002;5250;AGNIERES-EN-DEVOLUY;HAUTES-ALPES;44.6826717815; 5.86464333694;27557
83080;83440;MONS;VAR;43.6989466461; 6.70893258048;5371
5181;5480;VILLAR-D'ARENE;HAUTES-ALPES;44.999721765; 6.36428454594;3215
4127;4600;MONTFORT;ALPES-DE-HAUTE-PROVENCE;44.0591709898; 5.95286093626;1041
4186;4500;SAINT-LAURENT-DU-VERDON;ALPES-DE-HAUTE-PROVENCE;43.7216172183; 6.06859538838;13774
6052;6910;CUEBRIS;ALPES-MARITIMES;43.8892125828; 7.00448794285;9217
84049;84190;GIGONDAS;VAUCLUSE;44.1660983331; 5.01231871802;10531
13115;13116;VERNEGUES;BOUCHES-DU-RHONE;43.6841394366; 5.18825526479;35140
4134;4250;LA MOTTE-DU-CAIRE;ALPES-DE-HAUTE-PROVENCE;44.3408705676; 6.03052669324;10639
5096;5170;ORCIERES;HAUTES-ALPES;44.6840982803; 6.34897527824;4276
83009;83150;BANDOL;VAR;43.1473544522; 5.74789358398;28877
4118;4250;MELVE;ALPES-DE-HAUTE-PROVENCE;44.3563698074; 5.9929110209;20120
83112;83270;SAINT-CYR-SUR-MER;VAR;43.1720355248; 5.70832603708;13882
13005;13400;AUBAGNE;BOUCHES-DU-RHONE;43.2934843764; 5.56331273477;8124
6056;6470;ENTRAUNES;ALPES-MARITIMES;44.2146960621; 6.76292204018;7999
6014;6390;BENDEJUN;ALPES-MARITIMES;43.8303269547; 7.28447130629;18397
84096;84110;RASTEAU;VAUCLUSE;44.2322859605; 4.98047268222;31535
83035;83330;LE CASTELLET;VAR;43.227667489; 5.76560108367;1620
13050;13410;LAMBESC;BOUCHES-DU-RHONE;43.6615217681; 5.25191446931;6464
6096;6260;PIERLAS;ALPES-MARITIMES;44.0346760802; 7.01697586732;9636
84150;84820;VISAN;VAUCLUSE;44.3268006533; 4.94430178075;5730
84130;84190;SUZETTE;VAUCLUSE;44.1717196495; 5.06194089513;26917
83004;83460;LES ARCS;VAR;43.4509882105; 6.48970221222;12303
13111;13126;VAUVENARGUES;BOUCHES-DU-RHONE;43.559011599; 5.61324103718;10970
83014;83630;BAUDINARD-SUR-VERDON;VAR;43.7138038426; 6.13352757623;21625
6083;6500;MENTON;ALPES-MARITIMES;43.7908233727; 7.49365612374;11736
13011;13520;LES BAUX-DE-PROVENCE;BOUCHES-DU-RHONE;43.745808725; 4.80218162499;31015
4172;4500;ROUMOULES;ALPES-DE-HAUTE-PROVENCE;43.821041609; 6.14864703263;26527
13046;13850;GREASQUE;BOUCHES-DU-RHONE;43.4262029745; 5.54685109195;16715
4075;4200;ENTREPIERRES;ALPES-DE-HAUTE-PROVENCE;44.1956537173; 6.02224124199;1497
6010;6620;LE BAR-SUR-LOUP;ALPES-MARITIMES;43.6992943088; 6.96272779051;4836
4079;4160;L'ESCALE;ALPES-DE-HAUTE-PROVENCE;44.0810058608; 6.03455494518;7798
5069;5300;LAGRAND;HAUTES-ALPES;44.3375164992; 5.74194525581;17472
83152;83820;RAYOL-CANADEL-SUR-MER;VAR;43.1642973413; 6.47477478292;17040
84149;84150;VIOLES;VAUCLUSE;44.1767100202; 4.95138229619;6667
83010;83840;BARGEME;VAR;43.7301362684; 6.5708673229;27011
4053;4200;CHATEAUNEUF-VAL-SAINT-DONAT;ALPES-DE-HAUTE-PROVENCE;44.0954534225; 5.93054683108;15577
4031;4270;BRAS-D'ASSE;ALPES-DE-HAUTE-PROVENCE;43.9263257197; 6.12649772452;11225
4124;4500;MONTAGNAC-MONTPEZAT;ALPES-DE-HAUTE-PROVENCE;43.766525069; 6.09454805934;169
83049;83390;CUERS;VAR;43.2411645502; 6.06856350453;10809
6012;6240;BEAUSOLEIL;ALPES-MARITIMES;43.747724383; 7.42222154586;10382
13029;13250;CORNILLON-CONFOUX;BOUCHES-DU-RHONE;43.5783400746; 5.07659575248;8158
83150;83560;VINON-SUR-VERDON;VAR;43.7224277972; 5.80747605851;9120
83146;83560;LA VERDIERE;VAR;43.6461099213; 5.95232275881;20288
4219;4170;THORAME-HAUTE;ALPES-DE-HAUTE-PROVENCE;44.0855014984; 6.60128741508;13677
83002;83630;AIGUINES;VAR;43.7284369506; 6.30439429944;8142
5050;5190;ESPINASSES;HAUTES-ALPES;44.4931786054; 6.23271348149;5281
84046;84410;FLASSAN;VAUCLUSE;44.0985422058; 5.26372029474;14719
4128;4110;MONTFURON;ALPES-DE-HAUTE-PROVENCE;43.831580084; 5.68859318549;25349
4059;4330;CLUMANC;ALPES-DE-HAUTE-PROVENCE;44.0220942583; 6.37764321053;12382
13037;13580;LA FARE-LES-OLIVIERS;BOUCHES-DU-RHONE;43.5544485185; 5.20247621443;3125
4204;4330;SENEZ;ALPES-DE-HAUTE-PROVENCE;43.9224978199; 6.36903371255;11851
13216;13016;MARSEILLE-16E--ARRONDISSEMENT;BOUCHES-DU-RHONE;43.3649054121; 5.31337828595;36604
4061;4370;COLMARS;ALPES-DE-HAUTE-PROVENCE;44.1724272821; 6.6615406144;8740
4070;4000;DIGNE-LES-BAINS;ALPES-DE-HAUTE-PROVENCE;44.0908723554; 6.23590323452;27192
5159;5300;SALEON;HAUTES-ALPES;44.3201551058; 5.77527169353;21763
6038;6740;CHATEAUNEUF-GRASSE;ALPES-MARITIMES;43.6656345765; 6.9791405929;7035
84032;84750;CASENEUVE;VAUCLUSE;43.8888688666; 5.47985826048;936
4244;4290;VOLONNE;ALPES-DE-HAUTE-PROVENCE;44.1239478859; 6.03467827528;5781
4110;4510;MALLEMOISSON;ALPES-DE-HAUTE-PROVENCE;44.0420071966; 6.11807147192;12169
4101;4230;LARDIERS;ALPES-DE-HAUTE-PROVENCE;44.0850792894; 5.72691612181;1694
13082;13840;ROGNES;BOUCHES-DU-RHONE;43.6648781836; 5.35218247017;14082
13209;13009;MARSEILLE--9E--ARRONDISSEMENT;BOUCHES-DU-RHONE;43.2340834927; 5.45249683067;36597
4028;4270;BEYNES;ALPES-DE-HAUTE-PROVENCE;43.9834965171; 6.24025663148;2028
4109;4230;MALLEFOUGASSE-AUGES;ALPES-DE-HAUTE-PROVENCE;44.0759918613; 5.89779648569;10743
83073;83340;LE LUC;VAR;43.3804648949; 6.30599950133;4497
4046;4510;LE CHAFFAUT-SAINT-JURSON;ALPES-DE-HAUTE-PROVENCE;44.0231804287; 6.14073798744;9273
83067;83590;GONFARON;VAR;43.3206494882; 6.30036862428;1277
6050;6140;COURSEGOULES;ALPES-MARITIMES;43.7915580349; 7.03622643471;5596
4143;4700;ORAISON;ALPES-DE-HAUTE-PROVENCE;43.911106033; 5.92458011626;36384
5072;5500;LAYE;HAUTES-ALPES;44.6417417308; 6.07103943315;26571
83125;83470;SEILLONS-SOURCE-D'ARGENS;VAR;43.5150970565; 5.87693570046;19620
13009;13330;LA BARBEN;BOUCHES-DU-RHONE;43.6183855123; 5.21385052651;30429
4041;4700;LE CASTELLET;ALPES-DE-HAUTE-PROVENCE;43.9198884936; 5.97900495307;34421
6032;6320;CAP-D'AIL;ALPES-MARITIMES;43.7247392327; 7.40161617522;33658
13202;13002;MARSEILLE--2E--ARRONDISSEMENT;BOUCHES-DU-RHONE;43.3126964178; 5.36364983265;36590
5154;5140;SAINT-PIERRE-D'ARGENCON;HAUTES-ALPES;44.5199464873; 5.69046512909;18613
4062;4530;LA CONDAMINE-CHATELARD;ALPES-DE-HAUTE-PROVENCE;44.4627686721; 6.69629170403;1072
13028;13600;LA CIOTAT;BOUCHES-DU-RHONE;43.1926410861; 5.61318955778;22998
84151;84240;VITROLLES-EN-LUBERON;VAUCLUSE;43.8137920989; 5.59899946378;32016
4201;4150;SAUMANE;ALPES-DE-HAUTE-PROVENCE;44.0812808516; 5.68214602167;215
6001;6910;AIGLUN;ALPES-MARITIMES;43.8524188; 6.934942333;14186
84102;84220;ROUSSILLON;VAUCLUSE;43.9012816878; 5.29201885718;4074
5175;5290;VALLOUISE;HAUTES-ALPES;44.8308280468; 6.41197014257;1627
84134;84850;TRAVAILLAN;VAUCLUSE;44.1894500119; 4.90856149407;11214
4027;4200;BEVONS;ALPES-DE-HAUTE-PROVENCE;44.1779964769; 5.87895928741;14392
5032;5260;CHAMPOLEON;HAUTES-ALPES;44.7457461011; 6.27312209866;13800
13108;13150;TARASCON;BOUCHES-DU-RHONE;43.7939885332; 4.68614849204;7640
84048;84400;GIGNAC;VAUCLUSE;43.9285109892; 5.52308716414;19711
83048;83420;LA CROIX-VALMER;VAR;43.1951890718; 6.5862813598;4051
5039;5800;CHAUFFAYER;HAUTES-ALPES;44.7581501379; 6.01187494014;31430
4126;4140;MONTCLAR;ALPES-DE-HAUTE-PROVENCE;44.401613844; 6.34112805174;19702
4094;4800;GREOUX-LES-BAINS;ALPES-DE-HAUTE-PROVENCE;43.7676102812; 5.86495046225;10881
5044;5200;CREVOUX;HAUTES-ALPES;44.5376065379; 6.62470372696;22735
83042;83310;COGOLIN;VAR;43.2464550515; 6.52192234084;4052
4229;4200;VALBELLE;ALPES-DE-HAUTE-PROVENCE;44.1371207692; 5.87627669795;9810
4072;4420;DRAIX;ALPES-DE-HAUTE-PROVENCE;44.1299391525; 6.37179977607;25978
84034;84510;CAUMONT-SUR-DURANCE;VAUCLUSE;43.8913580487; 4.95633077332;33397
4169;4150;LA ROCHEGIRON;ALPES-DE-HAUTE-PROVENCE;44.1094183926; 5.66381397427;7997
6135;6910;SIGALE;ALPES-MARITIMES;43.8757999129; 6.96558618108;7883
6113;6500;SAINTE-AGNES;ALPES-MARITIMES;43.8055344567; 7.46128496982;20387
84061;84290;LAGARDE-PAREOL;VAUCLUSE;44.2272154512; 4.85109427827;19989
13201;13001;MARSEILLE--1ER-ARRONDISSEMENT;BOUCHES-DU-RHONE;43.2999009436; 5.38227869795;36589
5152;5800;SAINT-MAURICE-EN-VALGODEMARD;HAUTES-ALPES;44.7981863804; 6.11278800187;718
84125;84390;SAVOILLAN;VAUCLUSE;44.1744446408; 5.37283802798;6586
83012;83670;BARJOLS;VAR;43.5523879362; 5.98777049612;24601
4067;4200;CUREL;ALPES-DE-HAUTE-PROVENCE;44.1766055073; 5.67267464668;19315
5048;5700;L'EPINE;HAUTES-ALPES;44.4248796516; 5.61094352039;24745
84091;84420;PIOLENC;VAUCLUSE;44.1774697051; 4.76585289056;31094
4107;4270;MAJASTRES;ALPES-DE-HAUTE-PROVENCE;43.8980780342; 6.2836913455;7773
5034;5300;CHATEAUNEUF-DE-CHABRE;HAUTES-ALPES;44.2868856071; 5.79561242019;24545
84094;84110;PUYMERAS;VAUCLUSE;44.2849517081; 5.13590933781;6588
4137;4250;NIBLES;ALPES-DE-HAUTE-PROVENCE;44.2892541829; 6.00872621678;25852
4158;4500;QUINSON;ALPES-DE-HAUTE-PROVENCE;43.7080624854; 6.02269492276;27021
5017;5230;LA BATIE-NEUVE;HAUTES-ALPES;44.5797566279; 6.21267983536;881
13072;13790;PEYNIER;BOUCHES-DU-RHONE;43.439686405; 5.62516789037;30884
83148;83550;VIDAUBAN;VAR;43.4015046271; 6.44908485499;3511
84116;84110;SAINT-ROMAIN-EN-VIENNOIS;VAUCLUSE;44.2618277208; 5.10165030898;23472
84039;84350;COURTHEZON;VAUCLUSE;44.0865790966; 4.88163342078;18974
4220;4400;LES THUILES;ALPES-DE-HAUTE-PROVENCE;44.390358455; 6.56135597439;10274
83041;83830;CLAVIERS;VAR;43.5988361842; 6.58569908601;9666
5058;5310;FREISSINIERES;HAUTES-ALPES;44.7364921825; 6.45937704084;5105
84022;84110;BUISSON;VAUCLUSE;44.2761846134; 5.00180862169;25913
13043;13180;GIGNAC-LA-NERTHE;BOUCHES-DU-RHONE;43.3905074118; 5.22834752895;16214
84110;84390;SAINT-LEGER-DU-VENTOUX;VAUCLUSE;44.2059476763; 5.27072625011;34044
83054;83210;LA FARLEDE;VAR;43.1615363005; 6.04275325508;35024
5172;5700;TRESCLEOUX;HAUTES-ALPES;44.3549508677; 5.71825730245;2598
4206;4300;SIGONCE;ALPES-DE-HAUTE-PROVENCE;44.0045227576; 5.85658315569;5922
6002;6910;AMIRAT;ALPES-MARITIMES;43.8962973508; 6.81255950456;27941
6128;6570;SAINT-PAUL-DE-VENCE;ALPES-MARITIMES;43.6950190291; 7.12116951865;31780
4132;4150;MONTSALIER;ALPES-DE-HAUTE-PROVENCE;44.0299525826; 5.59574173796;19939
4195;4400;SAINT-PONS;ALPES-DE-HAUTE-PROVENCE;44.4172713189; 6.61507424866;4808
4001;4510;AIGLUN;ALPES-DE-HAUTE-PROVENCE;44.0638744567; 6.13842845338;20689
84035;84300;CAVAILLON;VAUCLUSE;43.8508361826; 5.03606300916;17446
4093;4250;GIGORS;ALPES-DE-HAUTE-PROVENCE;44.4239994398; 6.14097306258;1764
84064;84840;LAPALUD;VAUCLUSE;44.3065428944; 4.67951575962;5593
4231;4200;VALERNES;ALPES-DE-HAUTE-PROVENCE;44.2515589736; 5.969547642;5875
4043;4320;VAL-DE-CHALVAGNE;ALPES-DE-HAUTE-PROVENCE;43.9046374337; 6.76578520195;2537
83039;83670;CHATEAUVERT;VAR;43.5012629533; 6.01120516318;22351
6080;6420;MARIE;ALPES-MARITIMES;44.0346077069; 7.15744653179;14302
5142;5800;SAINT-FIRMIN;HAUTES-ALPES;44.7934858148; 6.02571058056;4316
4121;4270;MEZEL;ALPES-DE-HAUTE-PROVENCE;43.9980863365; 6.17879892264;27822
13063;13140;MIRAMAS;BOUCHES-DU-RHONE;43.5842134124; 5.01384348574;1527
5074;5130;LETTRET;HAUTES-ALPES;44.4811639998; 6.07258452754;3154
83109;83840;LA ROQUE-ESCLAPON;VAR;43.7213872883; 6.64818087429;33385
83095;83670;PONTEVES;VAR;43.5507745472; 6.0629204725;12148
6118;6530;SAINT-CEZAIRE-SUR-SIAGNE;ALPES-MARITIMES;43.6594259137; 6.80329376165;4207
84092;84130;LE PONTET;VAUCLUSE;43.9683903531; 4.86549590773;32918
6011;6310;BEAULIEU-SUR-MER;ALPES-MARITIMES;43.7079039397; 7.33256934881;14379
5113;5000;RAMBAUD;HAUTES-ALPES;44.5468227894; 6.13166613475;30811
13049;13113;LAMANON;BOUCHES-DU-RHONE;43.704757813; 5.0886270398;20368
5112;5400;RABOU;HAUTES-ALPES;44.6061461258; 6.01077928936;12555
5063;5320;LA GRAVE;HAUTES-ALPES;45.0601102401; 6.28406977587;6913
13102;13730;SAINT-VICTORET;BOUCHES-DU-RHONE;43.4142378837; 5.25398700813;14375
6027;6800;CAGNES-SUR-MER;ALPES-MARITIMES;43.6715162078; 7.15275703379;11661
5003;5470;AIGUILLES;HAUTES-ALPES;44.7793442905; 6.87518098236;5757
6048;6390;CONTES;ALPES-MARITIMES;43.8092959296; 7.3242451162;2546
84011;84210;LE BEAUCET;VAUCLUSE;43.9740267941; 5.13129776172;18168
6142;6440;TOUET-DE-L'ESCARENE;ALPES-MARITIMES;43.8520343234; 7.37799210413;19316
4074;4000;ENTRAGES;ALPES-DE-HAUTE-PROVENCE;44.0379332734; 6.26880026038;762
5011;5230;AVANCON;HAUTES-ALPES;44.5339475338; 6.19116390114;32163
4160;4110;REILLANNE;ALPES-DE-HAUTE-PROVENCE;43.8861362182; 5.65935415272;6479
84124;84800;SAUMANE-DE-VAUCLUSE;VAUCLUSE;43.9380357519; 5.11208499768;2641
83051;83570;ENTRECASTEAUX;VAR;43.5119622438; 6.23475108853;5119
13205;13005;MARSEILLE--5E--ARRONDISSEMENT;BOUCHES-DU-RHONE;43.2928061953; 5.3975770959;36593
6053;6470;DALUIS;ALPES-MARITIMES;44.0387244451; 6.79997095786;11016
6160;6470;VILLENEUVE-D'ENTRAUNES;ALPES-MARITIMES;44.1221416341; 6.78190515159;13233
4051;4200;CHATEAUNEUF-MIRAVAIL;ALPES-DE-HAUTE-PROVENCE;44.153315213; 5.71757262461;21506
13021;13620;CARRY-LE-ROUET;BOUCHES-DU-RHONE;43.3427663021; 5.15373765817;19943
4087;4230;FONTIENNE;ALPES-DE-HAUTE-PROVENCE;44.0068634181; 5.79382501149;27589
4218;4170;THORAME-BASSE;ALPES-DE-HAUTE-PROVENCE;44.1071929199; 6.48931325437;8871
13119;13470;CARNOUX-EN-PROVENCE;BOUCHES-DU-RHONE;43.2584851646; 5.56581431221;26833
83072;83510;LORGUES;VAR;43.4814630298; 6.35892744946;5517
13038;13990;FONTVIEILLE;BOUCHES-DU-RHONE;43.7232610704; 4.72310168882;653
4230;4210;VALENSOLE;ALPES-DE-HAUTE-PROVENCE;43.8380844852; 5.94191847166;4935
83083;83570;MONTFORT-SUR-ARGENS;VAR;43.4812536631; 6.12560767207;18418
4242;4180;VILLENEUVE;ALPES-DE-HAUTE-PROVENCE;43.8957056864; 5.85732128727;2520
4111;4300;MANE;ALPES-DE-HAUTE-PROVENCE;43.9388973757; 5.74234213479;37
6097;6910;PIERREFEU;ALPES-MARITIMES;43.8851912789; 7.0710081371;10623
4189;4800;SAINT-MARTIN-DE-BROMES;ALPES-DE-HAUTE-PROVENCE;43.7774768739; 5.96250175121;2961
84059;84190;LAFARE;VAUCLUSE;44.1546199628; 5.04972814303;21624
6006;6790;ASPREMONT;ALPES-MARITIMES;43.7750731742; 7.24475771199;16809
83129;83140;SIX-FOURS-LES-PLAGES;VAR;43.086818602; 5.82924464931;1610
84073;84560;MENERBES;VAUCLUSE;43.8243710342; 5.22087170856;23121
13058;13520;MAUSSANE-LES-ALPILLES;BOUCHES-DU-RHONE;43.7145004234; 4.83333459578;1186
5013;5110;BARCILLONNETTE;HAUTES-ALPES;44.4300646552; 5.90582685015;7497
84015;84340;BEAUMONT-DU-VENTOUX;VAUCLUSE;44.1826393714; 5.21385670497;26150
5129;5150;SAINT-ANDRE-DE-ROSANS;HAUTES-ALPES;44.3647393809; 5.52097371787;3295
5092;5000;NEFFES;HAUTES-ALPES;44.4958417609; 6.02550737641;15013
83062;83130;LA GARDE;VAR;43.1263279384; 6.01898164719;17370
5065;5600;GUILLESTRE;HAUTES-ALPES;44.6680987436; 6.7010158705;9300
4024;4420;BEAUJEU;ALPES-DE-HAUTE-PROVENCE;44.2185950386; 6.37119806932;28386
83119;83990;SAINT-TROPEZ;VAR;43.262314383; 6.66343039908;7242
83143;83143;LE VAL;VAR;43.4452384829; 6.05179903767;1883
84095;84160;PUYVERT;VAUCLUSE;43.7501902846; 5.33808223228;28004
83116;83470;SAINT-MAXIMIN-LA-SAINTE-BAUME;VAR;43.4509676414; 5.85962873535;8098
13062;13105;MIMET;BOUCHES-DU-RHONE;43.4128431127; 5.49899491017;6941
4115;4240;MEAILLES;ALPES-DE-HAUTE-PROVENCE;44.0401459693; 6.64532905257;5010
6072;6420;ILONSE;ALPES-MARITIMES;44.0347982787; 7.08976475841;9635
5135;5700;SAINTE-COLOMBE;HAUTES-ALPES;44.2889272211; 5.66834974647;19060
5062;5800;LE GLAIZIL;HAUTES-ALPES;44.7481922763; 5.97487247782;19446
4123;4200;MISON;ALPES-DE-HAUTE-PROVENCE;44.2624329752; 5.86562678758;24641
83132;83210;SOLLIES-VILLE;VAR;43.1784166306; 6.01726722545;21901
4073;4400;ENCHASTRAYES;ALPES-DE-HAUTE-PROVENCE;44.3640085405; 6.71028980662;26499
5132;5500;SAINT-BONNET-EN-CHAMPSAUR;HAUTES-ALPES;44.6823269908; 6.10286050171;3485
83105;13780;RIBOUX;VAR;43.3081877669; 5.75722408785;5701
6039;6390;CHATEAUNEUF-VILLEVIEILLE;ALPES-MARITIMES;43.7999098278; 7.29412423176;19097
6101;6260;RIGAUD;ALPES-MARITIMES;43.9929332886; 6.97505083413;29708
6022;6510;BOUYON;ALPES-MARITIMES;43.8254399796; 7.12553872813;5319
5035;5400;CHATEAUNEUF-D'OZE;HAUTES-ALPES;44.5053255197; 5.89775602851;5959
5004;5260;ANCELLE;HAUTES-ALPES;44.6190703929; 6.22962169969;10545
83053;83330;EVENOS;VAR;43.1862421767; 5.8730401354;10366
13077;13110;PORT-DE-BOUC;BOUCHES-DU-RHONE;43.4233518835; 4.99266322339;171
6102;6420;RIMPLAS;ALPES-MARITIMES;44.1027644402; 7.14505338526;3293
83066;83560;GINASSERVIS;VAR;43.6592918147; 5.83752000648;6843
6133;6470;SAUZE;ALPES-MARITIMES;44.0852199876; 6.80072324584;8114
84053;84600;GRILLON;VAUCLUSE;44.3945766896; 4.93414256152;12515
83040;83840;CHATEAUVIEUX;VAR;43.7886170767; 6.59569074716;21347
84103;84400;RUSTREL;VAUCLUSE;43.9299576961; 5.47580805616;21068
6120;6660;SAINT-ETIENNE-DE-TINEE;ALPES-MARITIMES;44.2491492809; 6.92452445063;10126
13092;13250;SAINT-CHAMAS;BOUCHES-DU-RHONE;43.5436905217; 5.07329988936;2597
4236;4170;VERGONS;ALPES-DE-HAUTE-PROVENCE;43.9152134017; 6.6046313619;8559
5077;5350;MOLINES-EN-QUEYRAS;HAUTES-ALPES;44.7166553487; 6.89190806069;9080
83136;83340;LE THORONET;VAR;43.458933028; 6.28265623456;3947
5057;5130;FOUILLOUSE;HAUTES-ALPES;44.4531851404; 6.00063153146;32277
84003;84400;APT;VAUCLUSE;43.879393265; 5.38921757843;9623
5043;5500;LES COSTES;HAUTES-ALPES;44.7485743408; 6.04728565137;20657
84136;84190;VACQUEYRAS;VAUCLUSE;44.1452203037; 4.9790786368;15938
13088;13740;LE ROVE;BOUCHES-DU-RHONE;43.3653374562; 5.25292240431;3402
4235;4140;VERDACHES;ALPES-DE-HAUTE-PROVENCE;44.2677990746; 6.34334657591;9286
84109;84330;SAINT-HIPPOLYTE-LE-GRAVEYRON;VAUCLUSE;44.1203739984; 5.07610929797;34817
6115;6260;SAINT-ANTONIN;ALPES-MARITIMES;43.9078444006; 6.97661268948;6649
13044;13450;GRANS;BOUCHES-DU-RHONE;43.6142225937; 5.04474558898;34794
4112;4100;MANOSQUE;ALPES-DE-HAUTE-PROVENCE;43.8354040831; 5.79106654173;7255
6015;6390;BERRE-LES-ALPES;ALPES-MARITIMES;43.8378738812; 7.33076301102;10717
83027;83740;LA CADIERE-D'AZUR;VAR;43.2032263059; 5.72471001592;21626
5082;5600;MONT-DAUPHIN;HAUTES-ALPES;44.6690562408; 6.62465091015;30728
84024;84240;CABRIERES-D'AIGUES;VAUCLUSE;43.7913015359; 5.49177311487;27900
4049;4160;CHATEAU-ARNOUX-SAINT-AUBAN;ALPES-DE-HAUTE-PROVENCE;44.0854706133; 5.99239535024;1810
84135;84100;UCHAUX;VAUCLUSE;44.2160888468; 4.80180924895;18751
5075;5400;MANTEYER;HAUTES-ALPES;44.5333321119; 5.94989667477;17119
83149;83690;VILLECROZE;VAR;43.564445349; 6.28543419016;28618
84016;84370;BEDARRIDES;VAUCLUSE;44.0477457533; 4.90804109098;16701
83091;83390;PIERREFEU-DU-VAR;VAR;43.2345472455; 6.17955823473;12021
13079;13114;PUYLOUBIER;BOUCHES-DU-RHONE;43.5186378192; 5.67758737833;3976
83074;83840;LA MARTRE;VAR;43.76358635; 6.59269594698;28874
84072;84380;MAZAN;VAUCLUSE;44.0545320098; 5.13048600927;9033
6138;6590;THEOULE-SUR-MER;ALPES-MARITIMES;43.4985345439; 6.92965248383;3284
83115;83120;SAINTE-MAXIME;VAR;43.3564730986; 6.61172790208;8984
5020;5500;BENEVENT-ET-CHARBILLAC;HAUTES-ALPES;44.7041185824; 6.08385214149;4165
4084;4270;ESTOUBLON;ALPES-DE-HAUTE-PROVENCE;43.943168614; 6.19407821084;27329
6130;6460;SAINT-VALLIER-DE-THIEY;ALPES-MARITIMES;43.696895033; 6.85062748704;5598
83126;83500;LA SEYNE-SUR-MER;VAR;43.0880294967; 5.87089841754;1499
5128;5200;SAINT-ANDRE-D'EMBRUN;HAUTES-ALPES;44.5866569322; 6.57072142721;899
83113;83560;SAINT-JULIEN;VAR;43.6999613716; 5.91499316614;3368
13096;13460;SAINTES-MARIES-DE-LA-MER;BOUCHES-DU-RHONE;43.50398297; 4.46396357194;11759
4138;4300;NIOZELLES;ALPES-DE-HAUTE-PROVENCE;43.9318568104; 5.84735007889;24189
4205;4140;SEYNE;ALPES-DE-HAUTE-PROVENCE;44.3390108176; 6.38482796835;6821
84121;84240;SANNES;VAUCLUSE;43.7566978031; 5.48858992739;29956
84008;84330;LE BARROUX;VAUCLUSE;44.1547724058; 5.09918948911;25649
4228;4250;VALAVOIRE;ALPES-DE-HAUTE-PROVENCE;44.2795099462; 6.07615731535;27573
5070;5300;LARAGNE-MONTEGLIN;HAUTES-ALPES;44.3340345431; 5.81650957133;12299
83124;83440;SEILLANS;VAR;43.6466457482; 6.61301408536;11315
5174;5100;VAL-DES-PRES;HAUTES-ALPES;44.9505522191; 6.66654834986;1106
84122;84260;SARRIANS;VAUCLUSE;44.0993149114; 4.95726948743;20946
83099;83480;PUGET-SUR-ARGENS;VAR;43.4717671252; 6.68628195857;4837
84098;84110;ROAIX;VAUCLUSE;44.2551304462; 5.01515147311;8514
5025;5500;BUISSARD;HAUTES-ALPES;44.6575269333; 6.14755068818;16789
6155;6220;VALLAURIS;ALPES-MARITIMES;43.5766472999; 7.05836612893;8254
84100;84190;LA ROQUE-ALRIC;VAUCLUSE;44.1448441393; 5.06883398959;32161
6140;6530;LE TIGNET;ALPES-MARITIMES;43.623581463; 6.85261791799;7878
4166;4500;RIEZ;ALPES-DE-HAUTE-PROVENCE;43.8284587474; 6.08237819985;9305
84055;84450;JONQUERETTES;VAUCLUSE;43.9491839695; 4.94413967569;5049
5183;5100;VILLAR-SAINT-PANCRACE;HAUTES-ALPES;44.8395685825; 6.65048294053;1871
5060;5400;FURMEYER;HAUTES-ALPES;44.5368984209; 5.87585358829;27962
5061;5000;GAP;HAUTES-ALPES;44.5798600596; 6.06486052138;17729
5045;5200;CROTS;HAUTES-ALPES;44.496293828; 6.46197152572;9409
