CodeInsee,CodePostal,Commune ,Latitude ,Longitude,Id
4043,4320,VAL-DE-CHALVAGNE,6.765785202,43.90463743,454
83039,83670,CHATEAUVERT,6.011205163,43.50126295,455
6080,6420,MARIE,7.157446532,44.03460771,456
5142,5800,SAINT-FIRMIN,6.025710581,44.79348581,457
4121,4270,MEZEL,6.178798923,43.99808634,458
13063,13140,MIRAMAS,5.013843486,43.58421341,459
5074,5130,LETTRET,6.072584528,44.481164,460
83109,83840,LA ROQUE-ESCLAPON,6.648180874,43.72138729,461
83095,83670,PONTEVES,6.062920473,43.55077455,462
6118,6530,SAINT-CEZAIRE-SUR-SIAGNE,6.803293762,43.65942591,463
84092,84130,LE PONTET,4.865495908,43.96839035,464
6011,6310,BEAULIEU-SUR-MER,7.332569349,43.70790394,465
5113,5000,RAMBAUD,6.131666135,44.54682279,466
13049,13113,LAMANON,5.08862704,43.70475781,467
5112,5400,RABOU,6.010779289,44.60614613,468
5063,5320,LA GRAVE,6.284069776,45.06011024,469
13102,13730,SAINT-VICTORET,5.253987008,43.41423788,470
6027,6800,CAGNES-SUR-MER,7.152757034,43.67151621,471
5003,5470,AIGUILLES,6.875180982,44.77934429,472
6048,6390,CONTES,7.324245116,43.80929593,473
84011,84210,LE BEAUCET,5.131297762,43.97402679,474
6142,6440,TOUET-DE-L'ESCARENE,7.377992104,43.85203432,475
4074,4000,ENTRAGES,6.26880026,44.03793327,476
5011,5230,AVANCON,6.191163901,44.53394753,477
4160,4110,REILLANNE,5.659354153,43.88613622,478
84124,84800,SAUMANE-DE-VAUCLUSE,5.112084998,43.93803575,479
83051,83570,ENTRECASTEAUX,6.234751089,43.51196224,480
13205,13005,MARSEILLE--5E--ARRONDISSEMENT,5.397577096,43.2928062,481
6053,6470,DALUIS,6.799970958,44.03872445,482
6160,6470,VILLENEUVE-D'ENTRAUNES,6.781905152,44.12214163,483
4051,4200,CHATEAUNEUF-MIRAVAIL,5.717572625,44.15331521,484
13021,13620,CARRY-LE-ROUET,5.153737658,43.3427663,485
4087,4230,FONTIENNE,5.793825011,44.00686342,486
4218,4170,THORAME-BASSE,6.489313254,44.10719292,487
13119,13470,CARNOUX-EN-PROVENCE,5.565814312,43.25848516,488
83072,83510,LORGUES,6.358927449,43.48146303,489
13038,13990,FONTVIEILLE,4.723101689,43.72326107,490
4230,4210,VALENSOLE,5.941918472,43.83808449,491
83083,83570,MONTFORT-SUR-ARGENS,6.125607672,43.48125366,492
4242,4180,VILLENEUVE,5.857321287,43.89570569,493
4111,4300,MANE,5.742342135,43.93889738,494
6097,6910,PIERREFEU,7.071008137,43.88519128,495
4189,4800,SAINT-MARTIN-DE-BROMES,5.962501751,43.77747687,496
84059,84190,LAFARE,5.049728143,44.15461996,497
6006,6790,ASPREMONT,7.244757712,43.77507317,498
83129,83140,SIX-FOURS-LES-PLAGES,5.829244649,43.0868186,499
84073,84560,MENERBES,5.220871709,43.82437103,500
13058,13520,MAUSSANE-LES-ALPILLES,4.833334596,43.71450042,501
5013,5110,BARCILLONNETTE,5.90582685,44.43006466,502
84015,84340,BEAUMONT-DU-VENTOUX,5.213856705,44.18263937,503
5129,5150,SAINT-ANDRE-DE-ROSANS,5.520973718,44.36473938,504
5092,5000,NEFFES,6.025507376,44.49584176,505
83062,83130,LA GARDE,6.018981647,43.12632794,506
5065,5600,GUILLESTRE,6.701015871,44.66809874,507
4024,4420,BEAUJEU,6.371198069,44.21859504,508
83119,83990,SAINT-TROPEZ,6.663430399,43.26231438,509
83143,83143,LE VAL,6.051799038,43.44523848,510
84095,84160,PUYVERT,5.338082232,43.75019028,511
83116,83470,SAINT-MAXIMIN-LA-SAINTE-BAUME,5.859628735,43.45096764,512
13062,13105,MIMET,5.49899491,43.41284311,513
4115,4240,MEAILLES,6.645329053,44.04014597,514
6072,6420,ILONSE,7.089764758,44.03479828,515
5135,5700,SAINTE-COLOMBE,5.668349746,44.28892722,516
5062,5800,LE GLAIZIL,5.974872478,44.74819228,517
4123,4200,MISON,5.865626788,44.26243298,518
83132,83210,SOLLIES-VILLE,6.017267225,43.17841663,519
4073,4400,ENCHASTRAYES,6.710289807,44.36400854,520
5132,5500,SAINT-BONNET-EN-CHAMPSAUR,6.102860502,44.68232699,521
83105,13780,RIBOUX,5.757224088,43.30818777,522
6039,6390,CHATEAUNEUF-VILLEVIEILLE,7.294124232,43.79990983,523
6101,6260,RIGAUD,6.975050834,43.99293329,524
6022,6510,BOUYON,7.125538728,43.82543998,525
5035,5400,CHATEAUNEUF-D'OZE,5.897756029,44.50532552,526
5004,5260,ANCELLE,6.2296217,44.61907039,527
83053,83330,EVENOS,5.873040135,43.18624218,528
13077,13110,PORT-DE-BOUC,4.992663223,43.42335188,529
6102,6420,RIMPLAS,7.145053385,44.10276444,530
83066,83560,GINASSERVIS,5.837520006,43.65929181,531
6133,6470,SAUZE,6.800723246,44.08521999,532
84053,84600,GRILLON,4.934142562,44.39457669,533
83040,83840,CHATEAUVIEUX,6.595690747,43.78861708,534
84103,84400,RUSTREL,5.475808056,43.9299577,535
6120,6660,SAINT-ETIENNE-DE-TINEE,6.924524451,44.24914928,536
13092,13250,SAINT-CHAMAS,5.073299889,43.54369052,537
4236,4170,VERGONS,6.604631362,43.9152134,538
5077,5350,MOLINES-EN-QUEYRAS,6.891908061,44.71665535,539
83136,83340,LE THORONET,6.282656235,43.45893303,540
5057,5130,FOUILLOUSE,6.000631531,44.45318514,541
84003,84400,APT,5.389217578,43.87939327,542
5043,5500,LES COSTES,6.047285651,44.74857434,543
84136,84190,VACQUEYRAS,4.979078637,44.1452203,544
13088,13740,LE ROVE,5.252922404,43.36533746,545
4235,4140,VERDACHES,6.343346576,44.26779907,546
84109,84330,SAINT-HIPPOLYTE-LE-GRAVEYRON,5.076109298,44.120374,547
6115,6260,SAINT-ANTONIN,6.976612689,43.9078444,548
13044,13450,GRANS,5.044745589,43.61422259,549
4112,4100,MANOSQUE,5.791066542,43.83540408,550
6015,6390,BERRE-LES-ALPES,7.330763011,43.83787388,551
83027,83740,LA CADIERE-D'AZUR,5.724710016,43.20322631,552
5082,5600,MONT-DAUPHIN,6.62465091,44.66905624,553
84024,84240,CABRIERES-D'AIGUES,5.491773115,43.79130154,554
4049,4160,CHATEAU-ARNOUX-SAINT-AUBAN,5.99239535,44.08547061,555
84135,84100,UCHAUX,4.801809249,44.21608885,556
5075,5400,MANTEYER,5.949896675,44.53333211,557
83149,83690,VILLECROZE,6.28543419,43.56444535,558
84016,84370,BEDARRIDES,4.908041091,44.04774575,559
83091,83390,PIERREFEU-DU-VAR,6.179558235,43.23454725,560
13079,13114,PUYLOUBIER,5.677587378,43.51863782,561
83074,83840,LA MARTRE,6.592695947,43.76358635,562
84072,84380,MAZAN,5.130486009,44.05453201,563
6138,6590,THEOULE-SUR-MER,6.929652484,43.49853454,564
83115,83120,SAINTE-MAXIME,6.611727902,43.3564731,565
5020,5500,BENEVENT-ET-CHARBILLAC,6.083852141,44.70411858,566
4084,4270,ESTOUBLON,6.194078211,43.94316861,567
6130,6460,SAINT-VALLIER-DE-THIEY,6.850627487,43.69689503,568
83126,83500,LA SEYNE-SUR-MER,5.870898418,43.0880295,569
5128,5200,SAINT-ANDRE-D'EMBRUN,6.570721427,44.58665693,570
83113,83560,SAINT-JULIEN,5.914993166,43.69996137,571
13096,13460,SAINTES-MARIES-DE-LA-MER,4.463963572,43.50398297,572
4138,4300,NIOZELLES,5.847350079,43.93185681,573
4205,4140,SEYNE,6.384827968,44.33901082,574
84121,84240,SANNES,5.488589927,43.7566978,575
84008,84330,LE BARROUX,5.099189489,44.15477241,576
4228,4250,VALAVOIRE,6.076157315,44.27950995,577
5070,5300,LARAGNE-MONTEGLIN,5.816509571,44.33403454,578
83124,83440,SEILLANS,6.613014085,43.64664575,579
5174,5100,VAL-DES-PRES,6.66654835,44.95055222,580
84122,84260,SARRIANS,4.957269487,44.09931491,581
83099,83480,PUGET-SUR-ARGENS,6.686281959,43.47176713,582
84098,84110,ROAIX,5.015151473,44.25513045,583
5025,5500,BUISSARD,6.147550688,44.65752693,584
6155,6220,VALLAURIS,7.058366129,43.5766473,585
84100,84190,LA ROQUE-ALRIC,5.06883399,44.14484414,586
6140,6530,LE TIGNET,6.852617918,43.62358146,587
4166,4500,RIEZ,6.0823782,43.82845875,588
84055,84450,JONQUERETTES,4.944139676,43.94918397,589
5183,5100,VILLAR-SAINT-PANCRACE,6.650482941,44.83956858,590
5060,5400,FURMEYER,5.875853588,44.53689842,591
5061,5000,GAP,6.064860521,44.57986006,592
5045,5200,CROTS,6.461971526,44.49629383,593
6067,6500,GORBIO,7.44603825,43.7860282,594
83092,83790,PIGNANS,6.254429348,43.29688379,595
4227,4110,VACHERES,5.63529437,43.94674916,596
5005,5300,ANTONAVES,5.806431527,44.25643061,597
83142,83840,TRIGANCE,6.436485944,43.74140083,598
84020,84480,BONNIEUX,5.31457907,43.82709307,599
4033,4340,LA BREOLE,6.289247504,44.44346621,600
83059,83136,FORCALQUEIRET,6.091414106,43.33663925,601
6105,6330,ROQUEFORT-LES-PINS,7.053012727,43.67417325,602
83108,83136,LA ROQUEBRUSSANNE,5.983937771,43.33719066,603
13013,13720,BELCODENE,5.583761485,43.42203021,604
83089,83470,OLLIERES,5.816462934,43.51019551,605
6150,6320,LA TURBIE,7.397918117,43.7451419,606
13053,13370,MALLEMORT,5.182977265,43.72858327,607
83036,83240,CAVALAIRE-SUR-MER,6.521217214,43.18190558,608
84056,84150,JONQUIERES,4.91341543,44.13180296,609
4181,4270,SAINT-JEANNET,6.118015528,43.97932202,610
83034,83320,CARQUEIRANNE,6.071737934,43.09719401,611
4234,5130,VENTEROL,6.087385014,44.44234601,612
5139,5250,SAINT-ETIENNE-EN-DEVOLUY,5.940473688,44.67754198,613
6157,6140,VENCE,7.101944361,43.73846406,614
13012,13100,BEAURECUEIL,5.545935902,43.52205424,615
4159,4150,REDORTIERS,5.614145915,44.09812111,616
4104,4300,LIMANS,5.723664258,43.98660499,617
5171,5190,THEUS,6.19688253,44.48521061,618
6131,6910,SALLAGRIFFON,6.913737688,43.88076954,619
6156,6450,VENANSON,7.239185084,44.04133646,620
13212,13012,MARSEILLE-12E--ARRONDISSEMENT,5.439915677,43.30776837,621
6082,6710,MASSOINS,7.124302524,43.94770227,622
5104,5500,POLIGNY,6.034318606,44.68488767,623
5153,5260,SAINT-MICHEL-DE-CHAILLOL,6.169820109,44.68889009,624
84081,84310,MORIERES-LES-AVIGNON,4.908758783,43.93377888,625
5148,5500,SAINT-LAURENT-DU-CROS,6.108868297,44.6342791,626
4156,4700,PUIMICHEL,6.025386782,43.97916571,627
4035,4210,BRUNET,6.032575363,43.88587854,628
4012,4110,AUBENAS-LES-ALPES,5.67694694,43.93355842,629
6060,6950,FALICON,7.26554537,43.75253658,630
6003,6750,ANDON,6.823186473,43.77698568,631
84144,84750,VIENS,5.560215831,43.90312264,632
6143,6710,TOUET-SUR-VAR,7.013476401,43.94331235,633
6028,6750,CAILLE,6.756666503,43.76869531,634
83082,83131,MONTFERRAT,6.478467235,43.6363886,635
84041,84410,CRILLON-LE-BRAVE,5.150953314,44.11804006,636
83114,83560,SAINT-MARTIN-DE-PALLIERES,5.887908601,43.57418454,637
13027,13160,CHATEAURENARD,4.839900046,43.88247076,638
6058,6460,ESCRAGNOLLES,6.783372889,43.72940334,639
83017,83210,BELGENTIER,5.996659001,43.23995644,640
4175,4110,SAINTE-CROIX-A-LAUZE,5.615681705,43.9042071,641
83117,83440,SAINT-PAUL-EN-FORET,6.682696081,43.56476821,642
4020,4140,BARLES,6.253257439,44.27302802,643
6017,6510,BEZAUDUN-LES-ALPES,7.09357147,43.80362197,644
6153,6420,VALDEBLORE,7.195718912,44.11275965,645
83121,83690,SALERNES,6.228730672,43.56210993,646
13039,13270,FOS-SUR-MER,4.904521339,43.45568121,647
6109,6670,LA ROQUETTE-SUR-VAR,7.204662433,43.83327356,648
13116,13670,VERQUIERES,4.91889951,43.83865516,649
5014,5300,BARRET-SUR-MEOUGE,5.728644351,44.26471889,650
84068,84160,LOURMARIN,5.366161741,43.77803338,651
6074,6450,LANTOSQUE,7.304857301,43.97064575,652
6007,6810,AURIBEAU-SUR-SIAGNE,6.912113567,43.61240687,653
83087,83860,NANS-LES-PINS,5.784864486,43.37905143,654
5068,5130,JARJAYES,6.10808996,44.50532996,655
13024,13350,CHARLEVAL,5.245766453,43.72111188,656
6021,6830,BONSON,7.182787098,43.86229348,657
6042,6420,CLANS,7.178763669,44.00490973,658
6036,6500,CASTILLON,7.464552475,43.83614511,659
84138,84600,VALREAS,4.993549362,44.37715886,660
6136,6380,SOSPEL,7.44794905,43.88446074,661
84108,84210,SAINT-DIDIER,5.108652475,44.00925498,662
13090,13100,SAINT-ANTONIN-SUR-BAYON,5.59403461,43.51718526,663
6055,6670,DURANUS,7.280226862,43.89403506,664
83141,83720,TRANS-EN-PROVENCE,6.489432529,43.50246842,665
13080,13610,LE PUY-SAINTE-REPARADE,5.439583896,43.65182856,666
5109,5100,PUY-SAINT-PIERRE,6.604707618,44.89731526,667
84023,84480,BUOUX,5.375017683,43.82182106,668
6046,6670,COLOMARS,7.222632498,43.75942342,669
6068,6620,GOURDON,6.963560651,43.72424938,670
84093,84360,PUGET,5.256997344,43.76953366,671
6059,6360,EZE,7.360571884,43.72892602,672
84010,84120,LA BASTIDONNE,5.577693518,43.69283833,673
4009,4420,ARCHAIL,6.330714112,44.11106534,674
6023,6540,BREIL-SUR-ROYA,7.50391615,43.94043047,675
13018,13440,CABANNES,4.957934027,43.85848045,676
5166,5700,SERRES,5.715497511,44.42138581,677
13085,13830,ROQUEFORT-LA-BEDOULE,5.629046343,43.25109072,678
84054,84800,L'ISLE-SUR-LA-SORGUE,5.056642775,43.91339759,679
4139,4200,NOYERS-SUR-JABRON,5.80998244,44.16865235,680
5157,5350,SAINT-VERAN,6.890574377,44.68453081,681
6071,6470,GUILLAUMES,6.874935015,44.08806832,682
84043,84320,ENTRAIGUES-SUR-LA-SORGUE,4.932953872,43.99501734,683
5053,5300,EYGUIANS,5.783364902,44.3570512,684
6139,6710,THIERY,7.042456714,43.974139,685
4155,4420,PRADS-HAUTE-BLEONE,6.463769946,44.21343364,686
6016,6470,BEUIL,6.972124581,44.10812429,687
84111,84110,SAINT-MARCELLIN-LES-VAISON,5.101903599,44.23714842,688
13032,13510,EGUILLES,5.328857519,43.57112088,689
83016,83330,LE BEAUSSET,5.820200861,43.20693156,690
4171,4120,ROUGON,6.393181451,43.79665948,691
83088,83136,NEOULES,6.025927391,43.2945311,692
84030,84330,CAROMB,5.106870405,44.11243288,693
6041,6620,CIPIERES,6.928145263,43.76959269,694
6147,6690,TOURRETTE-LEVENS,7.272556821,43.78607372,695
4113,4420,MARCOUX,6.280078859,44.12821924,696
13001,13080/13090/13100/13290/13540,AIX-EN-PROVENCE,5.398574446,43.53607084,697
13086,13360,ROQUEVAIRE,5.597726432,43.34378647,698
84117,84290,SAINT-ROMAN-DE-MALEGARDE,4.956749839,44.26322398,699
5184,5110,VITROLLES,5.947690083,44.42465265,700
84107,84390,SAINT-CHRISTOL,5.503248811,44.03128022,701
6145,6830,TOURETTE-DU-CHATEAU,7.137345115,43.87827521,702
4022,4330,BARREME,6.378115587,43.94628087,703
6094,6470,PEONE,6.920985839,44.12992504,704
13094,13103,SAINT-ETIENNE-DU-GRES,4.735664007,43.78494291,705
84104,84110,SABLET,5.001182161,44.19476807,706
5180,5120,LES VIGNEAUX,6.536771728,44.82127732,707
6137,6530,SPERACEDES,6.856856704,43.65245068,708
4188,4300,SAINT-MAIME,5.801542403,43.90064207,709
83022,83840,BRENON,6.537776448,43.7658452,710
4173,4170,SAINT-ANDRE-LES-ALPES,6.501497122,43.97133014,711
4194,6260,SAINT-PIERRE,6.921845911,43.90888894,712
84070,84570,MALEMORT-DU-COMTAT,5.167418438,44.01881899,713
84143,84210,VENASQUE,5.165068656,43.98512377,714
84062,84800,LAGNES,5.114586694,43.89248769,715
4096,4850,JAUSIERS,6.786023124,44.38761102,716
5173,5300,UPAIX,5.883114324,44.31960737,717
83084,83670,MONTMEYAN,6.061246191,43.64825694,718
5009,5800,ASPRES-LES-CORPS,6.000768348,44.81288314,719
5081,5700,MONTCLUS,5.669920877,44.41493433,720
5038,5350,CHATEAU-VILLE-VIEILLE,6.80006565,44.76772897,721
4184,4410,SAINT-JURS,6.19288089,43.89904742,722
5133,5330,SAINT-CHAFFREY,6.601390239,44.93464796,723
4216,4200,THEZE,5.925023101,44.32975324,724
5150,5150,SAINTE-MARIE,5.474156754,44.46399987,725
13203,13003,MARSEILLE--3E--ARRONDISSEMENT,5.380109814,43.31212,726
4102,4340,LE LAUZET-UBAYE,6.419425275,44.43291388,727
84031,84200,CARPENTRAS,5.061348448,44.05938026,728
4050,4250,CHATEAUFORT,6.029670115,44.27504612,729
83139,83690,TOURTOUR,6.310682972,43.59358009,730
84147,84530,VILLELAURE,5.430854497,43.70751571,731
5147,5500,SAINT-JULIEN-EN-CHAMPSAUR,6.129921943,44.66852889,732
4174,4240,SAINT-BENOIT,6.723867046,43.96294141,733
4085,4250,FAUCON-DU-CAIRE,6.103673887,44.39594639,734
5140,5130,SAINT-ETIENNE-LE-LAUS,6.163230581,44.50803468,735
13099,13115,SAINT-PAUL-LES-DURANCE,5.753725588,43.6854814,736
84105,84400,SAIGNON,5.438316136,43.86040883,737
5123,5400,LA ROCHE-DES-ARNAUDS,5.96045928,44.58381704,738
4066,5110,CURBANS,6.030050012,44.40834733,739
5087,5400,MONTMAUR,5.885611147,44.58973614,740
13070,13821,LA PENNE-SUR-HUVEAUNE,5.518509144,43.27720797,741
6070,6620,GREOLIERES,6.931964962,43.80700065,742
84063,84840,LAMOTTE-DU-RHONE,4.675105117,44.27616143,743
13214,13014,MARSEILLE-14E--ARRONDISSEMENT,5.394089158,43.34550181,744
5094,5700,NOSSAGE-ET-BENEVENT,5.754522217,44.30972056,745
5042,5250,LA CLUSE,5.841691429,44.64232786,746
6110,6420,ROUBION,7.028029732,44.10850476,747
84052,84240,GRAMBOIS,5.604034436,43.76055984,748
5008,5140,ASPREMONT,5.720226822,44.49293455,749
5052,5600,EYGLIERS,6.666887414,44.6925245,750
4148,4120,PEYROULES,6.643101147,43.81691947,751
5090,5500,LA MOTTE-EN-CHAMPSAUR,6.129301498,44.74073675,752
84013,84220,BEAUMETTES,5.203657936,43.86315903,753
5161,5240,LA SALLE-LES-ALPES,6.565356418,44.95266857,754
13006,13930,AUREILLE,4.944966422,43.70007269,755
13211,13011,MARSEILLE-11E--ARRONDISSEMENT,5.483814662,43.28844719,756
6103,6450,ROQUEBILLIERE,7.292694672,44.02709518,757
4054,4270,CHATEAUREDON,6.224295079,44.02650875,758
5079,5220,LE MONETIER-LES-BAINS,6.469664973,44.99561068,759
6069,06130/06520,GRASSE,6.931905082,43.65563943,760
4170,6260,LA ROCHETTE,6.880700589,43.91227603,761
13068,13520,PARADOU,4.778281436,43.70822428,762
83045,83570,CORRENS,6.068262176,43.48641856,763
84128,84400,SIVERGUES,5.416275099,43.82296673,764
83097,83910,POURRIERES,5.747177117,43.49388636,765
83038,83300,CHATEAUDOUBLE,6.435671325,43.62346571,766
6148,6140,TOURRETTES-SUR-LOUP,7.039893763,43.71745366,767
6040,6470,CHATEAUNEUF-D'ENTRAUNES,6.835065557,44.16397016,768
84026,84160,CADENET,5.383543197,43.73040563,769
5012,5200,BARATIER,6.504942182,44.5049967,770
6066,6830,GILETTE,7.161323411,43.84819625,771
4149,4310,PEYRUIS,5.928333557,44.03515352,772
6126,6670,SAINT-MARTIN-DU-VAR,7.199292204,43.81661724,773
13208,13008,MARSEILLE--8E--ARRONDISSEMENT,5.374644363,43.24172718,774
13019,13480,CABRIES,5.34976664,43.44964219,775
5155,5300,SAINT-PIERRE-AVEZ,5.768382111,44.24854283,776
5085,5100,MONTGENEVRE,6.72778259,44.93899322,777
4241,4110,VILLEMUS,5.709304431,43.8613318,778
13041,13120,GARDANNE,5.479638603,43.45260632,779
84123,84390,SAULT,5.398899566,44.0729876,780
83107,83520,ROQUEBRUNE-SUR-ARGENS,6.652128817,43.4285091,781
6112,6650,LE ROURET,7.009625536,43.67956128,782
6122,6640,SAINT-JEANNET,7.140732118,43.75884539,783
84047,84400,GARGAS,5.343623301,43.89606539,784
83031,83340,LE CANNET-DES-MAURES,6.375501033,43.37376321,785
13034,13810,EYGALIERES,4.952119836,43.76170475,786
84004,84810,AUBIGNAN,5.031656767,44.09773806,787
13107,13109,SIMIANE-COLLONGUE,5.437969244,43.41155186,788
4191,4140,SAINT-MARTIN-LES-SEYNE,6.255553206,44.38272027,789
84057,84220,JOUCAS,5.2526094,43.92636647,790
5162,5110,LA SAULCE,6.010993832,44.43051245,791
4030,4330,BLIEUX,6.362796708,43.87462748,792
13109,13100,LE THOLONET,5.508192539,43.51969141,793
84137,84110,VAISON-LA-ROMAINE,5.060407823,44.24770187,794
6104,6190,ROQUEBRUNE-CAP-MARTIN,7.458736161,43.7638279,795
6043,6390,COARAZE,7.299133492,43.86649018,796
84087,84100,ORANGE,4.80987924,44.12891354,797
13084,13640,LA ROQUE-D'ANTHERON,5.301576336,43.71764095,798
5064,5800,LA CHAPELLE-EN-VALGAUDEMAR,6.242577934,44.81661779,799
83153,83430,SAINT-MANDRIER-SUR-MER,5.926423152,43.07543229,800
6033,6510,CARROS,7.184141599,43.78503906,801
5106,5230,PRUNIERES,6.336404312,44.54334126,802
83106,83136,ROCBARON,6.083616583,43.30666869,803
6086,6380,MOULINET,7.414004054,43.95369914,804
5130,5160,SAINT-APOLLINAIRE,6.353900353,44.55787041,805
6161,6270,VILLENEUVE-LOUBET,7.107284349,43.64925607,806
4162,4150,REVEST-DES-BROUSSES,5.675012212,43.97548507,807
84145,84400,VILLARS,5.433344184,43.95198138,808
6098,6260,PUGET-ROSTANG,6.936855822,43.98720048,809
83134,83460,TARADEAU,6.430663603,43.46125754,810
4211,4290,SOURRIBES,6.044302048,44.15886648,811
83071,83250,LA LONDE-LES-MAURES,6.24285151,43.16892134,812
13104,13960,SAUSSET-LES-PINS,5.11765507,43.34566903,813
6121,6230,SAINT-JEAN-CAP-FERRAT,7.329936324,43.68717889,814
4163,4150,REVEST-DU-BION,5.540509385,44.09409035,815
5119,5600,RISOUL,6.623174027,44.62403808,816
84006,84400,AURIBEAU,5.448093598,43.82997717,817
6092,6440,PEILLON,7.371479707,43.77273529,818
6065,6610,LA GAUDE,7.160399264,43.72142377,819
83021,83149,BRAS,5.958532544,43.47040816,820
4047,4660,CHAMPTERCIER,6.144564514,44.09693513,821
83020,83840,LE BOURGUET,6.503450356,43.78009374,822
83029,83440,CALLIAN,6.75708895,43.61251802,823
13076,13750,PLAN-D'ORGON,5.002281832,43.81812611,824
84083,84550,MORNAS,4.740145493,44.20374764,825
5071,5110,LARDIER-ET-VALENCA,5.973485268,44.43660465,826
6089,6650,OPIO,7.008608642,43.65756107,827
6024,6850,BRIANCONNET,6.745013446,43.86494981,828
4036,4420,LE BRUSQUET,6.303473519,44.16816214,829
84012,84190,BEAUMES-DE-VENISE,5.028755898,44.12338569,830
83023,83170,BRIGNOLES,6.077402443,43.39929419,831
13204,13004,MARSEILLE--4E--ARRONDISSEMENT,5.400874888,43.30673336,832
5182,5800,VILLAR-LOUBIERE,6.135597613,44.83672733,833
4129,4110,MONTJUSTIN,5.650235603,43.84529309,834
83011,83830,BARGEMON,6.542445892,43.63331046,835
4187,4330,SAINT-LIONS,6.406277407,43.9786318,836
84142,84740,VELLERON,5.028370539,43.96157009,837
6079,6210,MANDELIEU-LA-NAPOULE,6.918089365,43.53805105,838
4179,4200,SAINT-GENIEZ,6.062674027,44.23266689,839
84019,84500,BOLLENE,4.752359563,44.28820164,840
5122,5310,LA ROCHE-DE-RAME,6.616443697,44.76566812,841
4005,4170,ALLONS,6.590327442,43.9803885,842
84042,84160,CUCURON,5.443615804,43.77822436,843
13114,13122,VENTABREN,5.30622322,43.54225285,844
6100,6830,REVEST-LES-ROCHES,7.167782771,43.88312974,845
5101,5340,PELVOUX,6.435864309,44.89963921,846
84119,84450,SAINT-SATURNIN-LES-AVIGNON,4.941099672,43.96215294,847
83015,83630,BAUDUEN,6.202044556,43.71574235,848
4095,4150,L'HOSPITALET,5.706859256,44.10891876,849
13064,13940,MOLLEGES,4.948869451,43.80534104,850
83151,83170,VINS-SUR-CARAMY,6.150018365,43.43301288,851
13059,13650,MEYRARGUES,5.522715131,43.62448765,852
6152,6560,VALBONNE,7.029544767,43.62828833,853
4192,4870,SAINT-MICHEL-L'OBSERVATOIRE,5.720043154,43.90987941,854
84007,84000,AVIGNON,4.840715725,43.93524483,855
83003,83111,AMPUS,6.371876502,43.62836368,856
4199,4200,SAINT-VINCENT-SUR-JABRON,5.747947653,44.16976591,857
5027,5100,CERVIERES,6.764865473,44.85328485,858
5091,5150,MOYDANS,5.508973462,44.40997452,859
5036,5380,CHATEAUROUX-LES-ALPES,6.482908233,44.6423671,860
84025,84220,CABRIERES-D'AVIGNON,5.152798016,43.89653227,861
6123,6700,SAINT-LAURENT-DU-VAR,7.182187918,43.68596258,862
6111,6420,ROURE,7.066802965,44.11891387,863
4150,5130,PIEGUT,6.131722579,44.45337861,864
5037,5000,CHATEAUVIEUX,6.051871146,44.48417483,865
83057,83340,FLASSANS-SUR-ISSOLE,6.221624165,43.37609879,866
13113,13770,VENELLES,5.491383816,43.59286739,867
6020,6450,LA BOLLENE-VESUBIE,7.371843754,43.99514532,868
83138,83440,TOURRETTES,6.723783645,43.61405396,869
84028,84290,CAIRANNE,4.933399969,44.23025755,870
13017,13150,BOULBON,4.697547067,43.86776632,871
6075,6670,LEVENS,7.240330273,43.8500976,872
4025,4370,BEAUVEZER,6.597727747,44.14397527,873
6151,6450,UTELLE,7.238644629,43.92731814,874
5026,5600,CEILLAC,6.803661898,44.65265162,875
4178,4230,SAINT-ETIENNE-LES-ORGUES,5.780460528,44.06701498,876
83013,83840,LA BASTIDE,6.632640278,43.74791753,877
83122,83630,LES SALLES-SUR-VERDON,6.206525427,43.76701422,878
84113,84760,SAINT-MARTIN-DE-LA-BRASQUE,5.539758216,43.7640136,879
5103,5300,LE POET,5.901313184,44.27897466,880
4037,4250,LE CAIRE,6.068757742,44.37441635,881
83133,83440,TANNERON,6.856710795,43.57489952,882
4161,4340,MEOLANS-REVEL,6.498464049,44.3714312,883
6099,6260,PUGET-THENIERS,6.906093114,43.95216492,884
5018,5000,LA BATIE-VIEILLE,6.155707393,44.55532274,885
5056,5260,FOREST-SAINT-JULIEN,6.141075313,44.62980144,886
83090,83190,OLLIOULES,5.853692045,43.13861337,887
6124,6260,SAINT-LEGER,6.82309685,44.00265977,888
84129,84700,SORGUES,4.867405154,44.0145764,889
83135,83670,TAVERNES,6.020993568,43.6002244,890
4032,4240,BRAUX,6.699411278,43.99303445,891
4197,4220,SAINTE-TULLE,5.773023317,43.78304825,892
6025,6510,LE BROC,7.159076339,43.81478221,893
84067,84870,LORIOL-DU-COMTAT,5.005147997,44.07535001,894
13065,13890,MOURIES,4.890384862,43.70084542,895
4133,4170,MORIEZ,6.462533459,43.96409295,896
4008,4240,ANNOT,6.663958116,43.96200097,897
83147,83630,VERIGNON,6.276503592,43.66252841,898
13095,13100,SAINT-MARC-JAUMEGARDE,5.522069938,43.55618493,899
6132,6540,SAORGE,7.537673484,43.99353188,900
83076,83136,MAZAUGUES,5.895895823,43.34487612,901
84148,84570,VILLES-SUR-AUZON,5.25707803,44.06606051,902
5031,5310,CHAMPCELLA,6.531380429,44.71757749,903
13110,13530,TRETS,5.699952432,43.43780873,904
84027,84860,CADEROUSSE,4.74345047,44.10993588,905
